domain	url	http_code	domain_whois_created	domain_whois_changed	domain_whois_expires	domain_internet_archive_created	domain_moz_domain_authority	domain_moz_mozrank	links	external_equity_links	document_html_length	document_text_length	document_text_to_html_ratio	document_html_meta_title_length	document_html_meta_description_length	document_html_meta_keyword_length	document_links_count	document_links_attr_follow_count	document_links_attr_nofollow_count	document_website_links_attr_follow_count	document_website_links_attr_nofollow_count	document_link_distribution_range_1	document_link_distribution_range_2	document_link_distribution_range_3	document_link_distribution_range_4	document_link_distribution_range_5	document_website_link_distribution_range_1	document_website_link_distribution_range_2	document_website_link_distribution_range_3	document_website_link_distribution_range_4	document_website_link_distribution_range_5	document_external_link_distribution_range_1	document_external_link_distribution_range_2	document_external_link_distribution_range_3	document_external_link_distribution_range_4	document_external_link_distribution_range_5	document_performance_total_time	document_performance_speed_download	document_security_google_safe_browsing
forum.flitetest.com	http://forum.flitetest.com/external.php?type=RSS2&forumids=65	200	NULL	NULL	NULL	NULL	47.0766	4.0131	628.0000	2.0000	122024	14945	12.2476	0	0	0	72	72	0	0	0	9	36	9	2	12	NULL	NULL	NULL	NULL	NULL	9	36	9	2	12	1.5442	79019	0
forum.followtheroad.com	http://forum.followtheroad.com/kelione-i-egipta-per-lenku-agenturas-t3291.html	200	NULL	NULL	NULL	2008-09-10 14:46:36.0000	27.7394	4.6310	1383.0000	2.0000	55742	5518	9.8992	103	103	103	82	82	0	1	0	19	6	5	8	19	NULL	NULL	1	NULL	NULL	8	NULL	1	4	15	0.5544	100542	0
forum.followtheroad.com	http://forum.followtheroad.com/kelioniu-agenturos-lenkijoje-t5592.html	200	NULL	NULL	NULL	2008-09-10 14:46:36.0000	27.7394	4.6310	1383.0000	2.0000	67151	7380	10.9902	95	95	142	105	105	0	5	0	19	10	12	12	21	NULL	5	NULL	NULL	NULL	8	6	2	6	17	0.6123	109674	0
forum.followtheroad.com	http://forum.followtheroad.com/lenku-kelioniu-agenturos-t4202.html	200	NULL	NULL	NULL	2008-09-10 14:46:36.0000	27.7394	4.6310	1383.0000	2.0000	32144	1843	5.7336	91	91	121	61	61	0	1	0	12	7	5	5	17	NULL	NULL	1	NULL	NULL	8	NULL	1	3	15	0.3675	87472	0
forum.gazeta.pl	http://forum.gazeta.pl/forum/w,132,75000068,,Ginekolog.html?v=2&wv.x=1	200	NULL	NULL	NULL	NULL	84.9176	6.3026	523142.0000	414464.0000	119494	22461	18.7968	52	0	0	383	245	138	1	0	37	57	65	56	159	NULL	NULL	NULL	1	NULL	15	15	18	17	17	0.3083	387639	0
forum.gazeta.pl	http://forum.gazeta.pl/forum/w,18839,73081654,,jak_pozycjonowac_w_google_.html?v=2	200	NULL	NULL	NULL	NULL	84.9176	6.3026	523142.0000	414464.0000	199058	47073	23.6479	81	0	0	500	291	209	3	0	67	91	84	75	171	2	1	NULL	NULL	NULL	31	38	28	25	26	0.2613	761894	0
forum.gazeta.pl	http://forum.gazeta.pl/forum/w,18839,73081654,88809058,Re_jak_pozycjonowac_w_google_.html	200	NULL	NULL	NULL	NULL	84.9176	6.3026	523142.0000	414464.0000	95022	10702	11.2627	85	0	0	289	278	11	1	0	24	42	42	38	129	1	NULL	NULL	NULL	NULL	14	NULL	NULL	4	16	0.3372	281833	0
forum.gazeta.pl	http://forum.gazeta.pl/forum/w,24712,49068698,,polecam_endokrynologa_baza_lekarzy_.html?s=1&v=2	200	NULL	NULL	NULL	NULL	84.9176	6.3026	523142.0000	414464.0000	177389	29502	16.6312	101	0	0	506	297	209	1	0	61	91	89	84	173	NULL	NULL	NULL	1	NULL	25	33	31	31	23	0.2192	809086	0
forum.kobietawielepiej.pl	http://forum.kobietawielepiej.pl/moda-i-uroda/moda/bizuteria-handmade-dlaczego-jest-tak-popularna	200	NULL	NULL	NULL	NULL	30.9597	0.0000	0.0000	0.0000	133155	7895	5.9292	74	309	0	292	283	9	0	1	20	51	65	85	70	NULL	1	NULL	NULL	NULL	1	1	2	NULL	10	2.5826	51559	0
forum.lca.pl	http://forum.lca.pl/viewtopic.php?t=20971	200	NULL	NULL	NULL	2005-05-25 18:30:08.0000	44.5862	4.0564	43.0000	3.0000	44297	8060	18.1954	91	0	0	127	127	0	1	0	16	9	16	13	7	NULL	NULL	1	NULL	NULL	14	NULL	5	NULL	3	1.4593	30355	0
forum.legionisci.com	http://forum.legionisci.com/showthread.php?t=6761&page=29	200	NULL	NULL	NULL	2010-07-19 12:42:01.0000	46.0306	5.0853	10442.0000	613.0000	163586	6262	3.8280	57	534	167	348	233	115	1	0	21	5	5	4	22	NULL	NULL	NULL	1	NULL	2	1	3	2	2	0.3347	488754	0
forum.legionisci.com	http://forum.legionisci.com/showthread.php?t=7639&page=5	200	NULL	NULL	NULL	2010-07-19 12:42:01.0000	46.0306	5.0853	10442.0000	613.0000	165294	2480	1.5004	53	527	466	338	222	116	1	0	21	1	3	6	19	NULL	1	NULL	NULL	NULL	2	1	NULL	NULL	2	0.2215	746164	0
forum.maxroy.com	http://forum.maxroy.com/	200	NULL	NULL	NULL	2009-05-25 09:43:42.0000	38.4480	5.3022	4950.0000	2577.0000	34246	12053	35.1954	67	0	0	79	79	0	1	0	4	32	11	12	20	NULL	NULL	NULL	NULL	1	1	7	8	11	20	0.3213	106574	0
forum.mycork.org	http://forum.mycork.org/index.php?topic=21627.0	200	NULL	NULL	NULL	2005-12-30 10:00:40.0000	29.3531	4.5613	1846.0000	17.0000	315	293	93.0159	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.1987	1585	0
forum.nocowanie.pl	http://forum.nocowanie.pl/post74051.html	200	NULL	NULL	NULL	2009-10-23 08:23:36.0000	60.3848	5.8120	27667.0000	796.0000	40801	8525	20.8941	66	220	71	107	107	0	1	0	17	19	27	27	8	NULL	NULL	1	NULL	NULL	8	2	2	3	5	0.6136	66492	0
forum.o2.pl	http://forum.o2.pl/temat.php?id_p=4688291&start=570	200	NULL	NULL	NULL	2001-05-18 11:29:11.0000	73.3075	6.6783	351141.0000	298333.0000	69772	20391	29.2252	42	0	0	161	99	62	1	0	27	27	24	23	28	NULL	NULL	NULL	1	NULL	5	NULL	NULL	1	5	2.2040	31657	0
forum.o2.pl	http://forum.o2.pl/temat.php?id_p=5170917	200	NULL	NULL	NULL	2001-05-18 11:29:11.0000	73.3075	6.6783	351141.0000	298333.0000	18559	2736	14.7422	60	0	0	42	35	7	1	0	2	8	8	14	5	NULL	NULL	NULL	1	NULL	2	3	1	6	4	0.1680	110450	0
forum.o2.pl	http://forum.o2.pl/temat.php?id_p=5605293&start=120	200	NULL	NULL	NULL	2001-05-18 11:29:11.0000	73.3075	6.6783	351141.0000	298333.0000	60245	12083	20.0564	28	0	0	193	131	62	1	0	23	31	38	38	31	NULL	NULL	NULL	1	NULL	5	8	10	10	9	0.6804	88549	0
forum.o2.pl	http://forum.o2.pl/temat.php?id_p=6881564	200	NULL	NULL	NULL	2001-05-18 11:29:11.0000	73.3075	6.6783	351141.0000	298333.0000	16164	1983	12.2680	62	0	0	30	25	5	1	0	2	5	8	7	4	NULL	NULL	NULL	1	NULL	2	3	NULL	1	4	0.4498	35939	0
forum.olesnica.org.pl	http://forum.olesnica.org.pl/index.php?showtopic=3983	200	NULL	NULL	NULL	2005-05-07 16:05:31.0000	24.3586	4.0836	252.0000	12.0000	70392	3110	4.4181	44	0	0	64	64	0	1	0	1	NULL	3	8	7	NULL	NULL	NULL	1	NULL	NULL	NULL	3	1	3	1.6765	41988	0
forum.olesnica.org.pl	http://forum.olesnica.org.pl/index.php?showtopic=3989	200	NULL	NULL	NULL	2005-05-07 16:05:31.0000	24.3586	4.0836	252.0000	12.0000	105030	9703	9.2383	61	0	0	119	119	0	1	0	1	3	9	15	11	NULL	NULL	NULL	1	NULL	NULL	3	1	1	3	0.6328	165977	0
forum.polygamia.pl	http://forum.polygamia.pl/po-godzinach/koszt-zalozenia-prostej-strony-firmowej/	200	NULL	NULL	NULL	2007-10-17 03:28:19.0000	NULL	NULL	NULL	NULL	222972	13686	6.1380	41	41	0	324	282	42	1	0	67	60	41	49	64	1	NULL	NULL	NULL	NULL	27	7	NULL	8	11	2.7087	82317	0
forum.poradnik-webmastera.com	http://forum.poradnik-webmastera.com/strony-do-oceny/co-sadzicie-o-tej-stronie-drukarni-t1003.html	200	NULL	NULL	NULL	2008-01-24 04:56:24.0000	75.5153	5.7893	9204.0000	1.0000	32281	6756	20.9287	85	181	121	110	110	0	1	0	8	22	24	24	12	NULL	NULL	1	NULL	NULL	NULL	11	14	NULL	4	0.4071	79288	0
forum.pozycjoner.org	http://forum.pozycjoner.org/index.php?showtopic=36&view=findpost&p=896	200	NULL	NULL	NULL	2006-02-21 01:10:42.0000	NULL	NULL	NULL	NULL	63683	6651	10.4439	105	0	0	142	142	0	2	0	3	30	13	12	5	NULL	2	NULL	NULL	NULL	1	22	5	4	NULL	0.1351	471219	0
forum.pozycjoner.org	http://forum.pozycjoner.org/lofiversion/index.php/t36.html	200	NULL	NULL	NULL	2006-02-21 01:10:42.0000	NULL	NULL	NULL	NULL	11448	4247	37.0982	105	0	0	43	43	0	2	0	10	13	10	4	2	NULL	2	NULL	NULL	NULL	2	12	9	2	1	0.1684	67963	0
forum.programosy.pl	http://forum.programosy.pl/pozycjonowanie-czyli-o-seo-pokrotce-vp902005.html-sid=08c4ab6406bc4673bcdacbbd2c2c5305	200	NULL	NULL	NULL	2004-12-17 07:34:02.0000	58.6689	6.6224	280305.0000	21.0000	35420	16499	46.5810	56	0	0	47	47	0	1	0	12	2	NULL	13	4	NULL	NULL	NULL	1	NULL	2	NULL	NULL	13	1	0.1505	235287	0
forum.programosy.pl	http://forum.programosy.pl/pozycjonowanie-stron-www-poradnik-vt25525.html	200	NULL	NULL	NULL	2004-12-17 07:34:02.0000	58.6689	6.6224	280305.0000	21.0000	93141	36979	39.7022	54	0	0	184	184	0	1	0	17	21	7	25	26	NULL	1	NULL	NULL	NULL	2	5	2	4	4	0.3098	300606	0
forum.przyjaznyinwestor.pl	http://forum.przyjaznyinwestor.pl/e-biznes/zwiekszanie-wartosciowego-ruchu-na-stronie-t2177.html	200	NULL	NULL	NULL	2012-01-10 08:07:18.0000	NULL	NULL	NULL	NULL	85301	21221	24.8778	135	0	0	113	113	0	2	0	19	10	14	16	18	NULL	NULL	2	NULL	NULL	6	5	10	7	11	0.4843	176146	0
forum.sprawnymarketing.pl	http://forum.sprawnymarketing.pl/pozycjonowanie-stron/jak-wypromowac-serwis-internetowy-78/	200	NULL	NULL	NULL	2007-07-05 19:54:55.0000	NULL	NULL	NULL	NULL	184256	49052	26.6217	32	137	0	838	836	2	0	0	72	181	189	205	190	NULL	NULL	NULL	NULL	NULL	72	181	189	205	190	0.0846	2179151	0
forum.webesteem.pl	http://forum.webesteem.pl/viewtopic.php?t=4295&view=next	200	NULL	NULL	NULL	2003-06-13 13:55:50.0000	37.7790	4.9874	3119.0000	47.0000	41376	7079	17.1090	71	94	407	89	89	0	1	0	5	20	NULL	5	11	NULL	NULL	NULL	NULL	1	3	5	NULL	4	8	2.8667	14433	0
forum.wirtualnezory.pl	http://forum.wirtualnezory.pl/viewtopic.php?f=95&t=4300&start=60	200	NULL	NULL	NULL	2007-03-14 21:31:08.0000	36.6656	4.7552	136.0000	6.0000	76701	14962	19.5069	65	0	0	251	251	0	2	0	16	17	17	19	9	NULL	1	NULL	1	NULL	NULL	1	1	2	2	0.5546	138287	0
forum.wirtualnezory.pl	http://forum.wirtualnezory.pl/viewtopic.php?f=95&t=4300&start=90	200	NULL	NULL	NULL	2007-03-14 21:31:08.0000	36.6656	4.7552	136.0000	6.0000	74072	17044	23.0100	65	0	0	227	227	0	1	0	16	15	15	14	10	NULL	1	NULL	NULL	NULL	NULL	1	NULL	1	3	0.3493	212055	0
forum.zyciepabianic.pl	http://forum.zyciepabianic.pl/sluzba-zdrowia-f13/jaki-najlepszy-ginekolog-w-pabianicach-t1110.html	200	NULL	NULL	NULL	2009-10-10 14:41:57.0000	27.7932	5.0455	3315.0000	65.0000	56609	10637	18.7903	59	164	138	165	165	0	1	0	20	38	36	34	29	NULL	NULL	1	NULL	NULL	1	NULL	2	3	5	0.0825	685878	0
forum.zyciepabianic.pl	http://forum.zyciepabianic.pl/sluzba-zdrowia-f13/przyjazna-przychodnia-t2199.html	200	NULL	NULL	NULL	2009-10-10 14:41:57.0000	27.7932	5.0455	3315.0000	65.0000	46395	9604	20.7005	40	244	138	131	131	0	1	0	13	29	30	27	24	NULL	NULL	NULL	1	NULL	1	2	2	3	3	0.0520	892280	0
foxen.pl	http://foxen.pl/link-strony-pr7-darmo/	200	NULL	NULL	NULL	2013-11-21 07:35:03.0000	31.1909	4.5163	771.0000	325.0000	166921	10171	6.0933	32	109	0	306	194	112	0	0	33	79	66	42	81	NULL	NULL	NULL	NULL	NULL	1	5	19	7	NULL	0.2527	660662	0
frakobenhavnwithlove.blogspot.com	http://frakobenhavnwithlove.blogspot.com/2014/08/hotel-golden-beach-turgutreis-turcja.html	200	NULL	NULL	NULL	2014-08-15 04:31:29.0000	92.4711	3.2380	318.0000	318.0000	113763	7754	6.8159	126	0	0	160	143	17	1	0	1	30	25	69	24	NULL	1	NULL	NULL	NULL	1	28	9	19	6	0.8696	130815	0
franchising.pl	http://franchising.pl/franczyza/1316/wakacje-pl/	200	NULL	NULL	NULL	2001-07-27 03:00:07.0000	41.5316	6.1564	14109.0000	11118.0000	38532	10237	26.5675	70	607	313	143	143	0	1	0	5	27	54	22	34	NULL	1	NULL	NULL	NULL	1	2	1	NULL	12	0.3349	115063	0
francja.studentnews.pl	http://francja.studentnews.pl/serwis.php?&s=310&pok=44066&c2=10316&l=&id=97701	200	NULL	NULL	NULL	NULL	52.6360	3.5103	192.0000	0.0000	35213	5894	16.7381	110	0	0	121	121	0	1	0	27	37	27	15	13	NULL	NULL	1	NULL	NULL	27	37	12	15	13	0.1550	227113	0
freelancer.org.pl	http://freelancer.org.pl/topic.php?id=98	200	NULL	NULL	NULL	2010-08-18 05:45:50.0000	NULL	NULL	NULL	NULL	18308	2528	13.8082	128	0	0	42	31	11	1	0	1	6	10	4	13	NULL	NULL	NULL	NULL	1	NULL	2	4	3	4	0.3798	48202	0
gabinet-ortodontyczny.net.pl	http://gabinet-ortodontyczny.net.pl/podstawowe-zadania-jakie-stoja-przed-ortodontom	200	NULL	NULL	NULL	2013-02-14 06:41:25.0000	1.0000	0.0000	0.0000	0.0000	12229	2377	19.4374	43	0	0	20	17	3	1	0	5	NULL	1	10	4	NULL	NULL	1	NULL	NULL	NULL	NULL	1	NULL	2	0.8605	14212	0
gabinet-ortodontyczny.net.pl	http://gabinet-ortodontyczny.net.pl/u-ortodonty	200	NULL	NULL	NULL	2013-02-14 06:41:25.0000	1.0000	0.0000	0.0000	0.0000	12289	2456	19.9854	43	0	0	20	17	3	1	0	5	NULL	1	10	4	NULL	NULL	1	NULL	NULL	NULL	NULL	1	NULL	2	0.7451	16493	0
galeriamalta.pl	http://galeriamalta.pl/en/plan-galerii/biuro-podrozy-itaka-1010.html	200	NULL	NULL	NULL	2007-05-18 08:47:05.0000	31.7559	5.0376	1083.0000	162.0000	12519	1418	11.3268	52	0	0	15	15	0	1	0	1	6	3	4	NULL	NULL	NULL	1	NULL	NULL	NULL	2	1	3	NULL	3.4388	3640	0
galeriamalta.pl	http://galeriamalta.pl/gm-index/biuro-podrozy-itaka-1010.html	200	NULL	NULL	NULL	2007-05-18 08:47:05.0000	31.7559	5.0376	1083.0000	162.0000	13968	1564	11.1970	48	0	0	23	23	0	1	0	1	9	7	5	NULL	NULL	NULL	1	NULL	NULL	NULL	2	1	3	NULL	0.8634	16178	0
gastromedica.pl	http://gastromedica.pl/kontakt	200	NULL	NULL	NULL	2013-06-11 03:16:21.0000	32.5139	5.1714	97.0000	32.0000	16303	1967	12.0653	22	0	144	45	44	1	1	0	NULL	2	21	18	4	NULL	NULL	NULL	1	NULL	NULL	NULL	1	1	2	0.5419	30082	0
geekgirlscarrots.eu	http://geekgirlscarrots.eu/	200	NULL	NULL	NULL	NULL	5.0699	0.0000	0.0000	0.0000	36530	1745	4.7769	18	50	29	83	66	17	0	0	6	33	11	10	23	NULL	NULL	NULL	NULL	NULL	5	31	11	10	23	0.3132	116638	0
geekgirlscarrots.nl	http://geekgirlscarrots.nl/	200	NULL	NULL	NULL	NULL	5.0690	0.0000	0.0000	0.0000	36530	1745	4.7769	18	50	29	83	66	17	0	0	6	33	11	10	23	NULL	NULL	NULL	NULL	NULL	5	31	11	10	23	0.4335	84277	0
geekgirlscarrots.org	http://geekgirlscarrots.org/	200	NULL	NULL	NULL	NULL	5.0601	0.0000	0.0000	0.0000	36530	1745	4.7769	18	50	29	83	66	17	0	0	6	33	11	10	23	NULL	NULL	NULL	NULL	NULL	5	31	11	10	23	0.3311	110314	0
geekgirlscarrots.pl	http://geekgirlscarrots.pl/	200	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	36530	1745	4.7769	18	50	29	83	66	17	0	0	6	33	11	10	23	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	16	0.4200	86978	0
gen.up.wroc.pl	http://gen.up.wroc.pl/link.htm	200	NULL	NULL	NULL	2010-02-12 11:06:55.0000	54.5425	3.9077	24.0000	0.0000	21457	2035	9.4841	4	0	0	136	136	0	1	0	13	25	27	38	33	NULL	NULL	NULL	NULL	1	10	25	27	38	32	0.2583	83055	0
generatorfinansowy.blogspot.com	http://generatorfinansowy.blogspot.com/	200	NULL	NULL	NULL	2012-10-15 12:39:27.0000	92.4711	4.6766	2649.0000	2533.0000	284425	34042	11.9687	43	148	136	845	845	0	2	0	122	188	182	180	169	NULL	NULL	NULL	2	NULL	113	188	182	180	124	0.2828	1005639	0
ggc.startupsprint.org	http://ggc.startupsprint.org/	200	NULL	NULL	NULL	NULL	38.6135	4.2472	12.0000	11.0000	50061	11228	22.4286	18	0	0	46	46	0	1	0	13	5	9	11	8	NULL	NULL	1	NULL	NULL	4	5	9	1	1	2.4650	20308	0
giertych.blogspot.com	http://giertych.blogspot.com/	200	NULL	NULL	NULL	2004-09-01 10:38:52.0000	NULL	NULL	NULL	NULL	31471	8317	26.4275	14	98	52	43	43	0	1	0	NULL	NULL	20	7	9	NULL	NULL	1	NULL	NULL	1	1	5	2	3	0.2552	123332	0
giertych.blogspot.com	http://giertych.blogspot.com/2005_09_01_archive.html	200	NULL	NULL	NULL	2004-09-01 10:38:52.0000	NULL	NULL	NULL	NULL	19748	2756	13.9558	30	98	52	22	22	0	1	0	NULL	NULL	NULL	17	4	NULL	NULL	NULL	1	NULL	1	NULL	1	3	1	0.2505	78832	0
gift.travel	http://gift.travel/turystyka/t12.htm	200	NULL	NULL	NULL	2008-03-24 19:34:13.0000	17.2205	3.9151	13.0000	9.0000	495	0	0.0000	22	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2862	1729	0
ginekolog-szczecin.com.pl	http://ginekolog-szczecin.com.pl/czym-zajmuje-sie-anestezjolog	200	NULL	NULL	NULL	2010-10-07 10:11:58.0000	1.0000	0.0000	0.0000	0.0000	11132	2975	26.7248	24	0	0	12	9	3	1	0	1	2	NULL	3	6	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	1	1	0.7917	14061	0
ginekolog-szczecin.com.pl	http://ginekolog-szczecin.com.pl/czym-zajmuje-sie-kardiolog	200	NULL	NULL	NULL	2010-10-07 10:11:58.0000	1.0000	0.0000	0.0000	0.0000	10946	2948	26.9322	21	0	0	12	9	3	1	0	1	2	NULL	3	6	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	1	1	0.8103	13508	0
ginekolog-trojmiasto.pl	http://ginekolog-trojmiasto.pl/zanim-zaczniemy-prace	200	NULL	NULL	NULL	2012-01-20 00:48:38.0000	11.1335	3.3448	10.0000	0.0000	12225	3083	25.2188	33	0	0	20	12	8	1	0	3	2	3	1	11	NULL	NULL	1	NULL	NULL	NULL	NULL	1	NULL	2	0.9978	12251	0
ginekologusg.pl	http://ginekologusg.pl/znieczulenie-przy-porodzie	200	NULL	NULL	NULL	2011-12-06 03:01:16.0000	1.0000	0.0000	0.0000	0.0000	15808	3395	21.4765	24	266	0	24	19	5	1	0	2	3	4	4	10	NULL	NULL	1	NULL	NULL	NULL	NULL	1	NULL	2	0.9379	16854	0
ginekologwpolsce.org	http://ginekologwpolsce.org/slownik/	200	NULL	NULL	NULL	2012-08-07 11:56:34.0000	11.4755	3.1555	9.0000	1.0000	240514	37067	15.4116	30	0	0	3202	3202	0	64	0	573	672	665	665	627	64	NULL	NULL	NULL	NULL	564	672	665	665	611	0.5812	413856	0
ginekologzabrze.com.pl	http://ginekologzabrze.com.pl/oferta/	200	NULL	NULL	NULL	2011-10-02 22:31:35.0000	4.5507	3.1923	1.0000	0.0000	16547	2931	17.7132	71	152	192	13	12	1	4	0	1	4	NULL	7	1	NULL	NULL	NULL	4	NULL	NULL	NULL	NULL	4	1	2.2215	7448	0
glejak.pl	http://glejak.pl/forum/viewtopic.php?f=3&t=1805	200	NULL	NULL	NULL	2007-01-12 02:17:32.0000	18.2624	4.1352	159.0000	14.0000	27806	4266	15.3420	136	0	0	65	65	0	1	0	NULL	7	6	11	3	NULL	NULL	1	NULL	NULL	NULL	NULL	1	3	1	0.8752	31771	0
glejak.pl	http://glejak.pl/forum/viewtopic.php?f=3&t=2001	200	NULL	NULL	NULL	2007-01-12 02:17:32.0000	18.2624	4.1352	159.0000	14.0000	22710	2826	12.4439	102	0	0	46	46	0	1	0	NULL	4	4	7	1	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	1	NULL	0.4961	45778	0
globalwarming-awareness2007.blogspot.com	http://globalwarming-awareness2007.blogspot.com/	200	NULL	NULL	NULL	2013-04-21 23:08:12.0000	92.4711	4.2816	3.0000	2.0000	47184	5125	10.8617	27	0	0	66	51	15	2	0	2	8	15	22	11	NULL	NULL	2	NULL	NULL	1	3	9	6	11	0.3174	148679	0
glow.pl	http://glow.pl/styl-zycia/gadzety/jumpfrompaper-torby-wyciete-z-kreskowek/	403	NULL	NULL	NULL	2007-01-29 07:37:13.0000	31.7855	2.0994	4.0000	4.0000	52	52	100.0000	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2.4829	20	0
gltour.com.ua	http://gltour.com.ua/	200	NULL	NULL	NULL	2013-06-13 14:02:16.0000	12.3629	3.8750	16.0000	0.0000	27197	2113	7.7692	14	0	0	40	40	0	3	0	2	13	9	7	9	NULL	NULL	3	NULL	NULL	NULL	NULL	3	NULL	2	4.5335	5999	0
gobatumi.com	http://gobatumi.com/en/another-charter-flight-from-warsaw/382	200	NULL	NULL	NULL	2012-07-01 23:42:42.0000	35.9653	4.9108	4777.0000	604.0000	15798	1405	8.8935	55	93	99	51	51	0	1	0	NULL	13	29	3	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	2	NULL	1.8218	8671	0
gokarty.bydgoszcz.pl	http://gokarty.bydgoszcz.pl/	200	NULL	NULL	NULL	2010-03-15 10:55:05.0000	25.2140	4.7137	3782.0000	956.0000	29221	1258	4.3051	17	0	98	57	57	0	1	0	1	18	4	13	20	NULL	NULL	NULL	1	NULL	NULL	NULL	1	9	10	0.9866	29618	0
gokarty.bydgoszcz.pl	http://gokarty.bydgoszcz.pl/galeria/	200	NULL	NULL	NULL	2010-03-15 10:55:05.0000	25.2140	4.7137	3782.0000	956.0000	28283	1096	3.8751	29	0	98	58	58	0	1	0	1	16	8	14	19	NULL	NULL	NULL	1	NULL	NULL	NULL	1	9	9	1.5525	18217	0
gotechnologies.pl	http://gotechnologies.pl/about-us/	200	NULL	NULL	NULL	2013-06-27 06:32:22.0000	17.5678	4.3254	71.0000	33.0000	69560	5820	8.3669	78	367	0	135	134	1	1	0	NULL	55	15	42	23	NULL	NULL	NULL	1	NULL	NULL	5	4	41	12	0.4073	170779	0
gotechnologies.pl	http://gotechnologies.pl/klienci/	200	NULL	NULL	NULL	2013-06-27 06:32:22.0000	17.5678	4.3254	71.0000	33.0000	53691	3126	5.8222	57	91	0	112	110	2	1	0	NULL	44	33	22	12	NULL	NULL	1	NULL	NULL	NULL	5	20	22	10	0.3939	136298	0
graffika.pl	http://graffika.pl/viewtopic.php?f=19&t=45250	200	NULL	NULL	NULL	2007-05-15 03:55:44.0000	NULL	NULL	NULL	NULL	56522	3437	6.0808	59	193	152	132	126	6	1	0	6	22	7	4	3	NULL	NULL	NULL	1	NULL	NULL	6	1	2	2	1.8331	30833	0
grancanaria.com	http://grancanaria.com/patronato_turismo/Jak-dojecha-263.38822.0.html	200	NULL	NULL	NULL	1999-11-27 07:43:54.0000	61.1971	4.4856	327.0000	303.0000	6263	0	0.0000	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.1351	46342	0
grandparklara.com	http://grandparklara.com/?page_id=3080&lang=en	200	NULL	NULL	NULL	NULL	28.7936	3.6786	224.0000	164.0000	56438	1065	1.8870	15	0	0	200	191	9	0	0	11	23	50	50	24	NULL	NULL	NULL	NULL	NULL	2	21	48	45	20	1.0695	52770	0
grandparklara.com	http://grandparklara.com/?page_id=3080&lang=ru	200	NULL	NULL	NULL	NULL	28.7936	3.6786	224.0000	164.0000	56880	1391	2.4455	15	0	0	200	191	9	0	0	11	22	51	50	24	NULL	NULL	NULL	NULL	NULL	2	20	49	45	20	1.0805	52642	0
grandtours.by	http://grandtours.by/	200	NULL	NULL	NULL	NULL	12.7856	4.0584	30.0000	5.0000	13641	1718	12.5944	58	16	120	34	34	0	1	0	2	7	5	13	7	NULL	NULL	NULL	NULL	1	NULL	1	NULL	13	5	0.7529	18119	0
grecja.studentnews.pl	http://grecja.studentnews.pl/serwis.php?&s=45&pok=44067&c1m=655&c2=10318&l=0&id=97846	200	NULL	NULL	NULL	NULL	52.6360	0.0000	0.0000	0.0000	37888	6073	16.0288	102	0	0	135	135	0	1	0	21	42	39	17	13	NULL	NULL	1	NULL	NULL	21	42	13	15	13	0.0893	424510	0
grecja.studentnews.pl	http://grecja.studentnews.pl/serwis.php?&s=45&pok=44067&c1m=722&c2=10318&l=90&id=97743	200	NULL	NULL	NULL	NULL	52.6360	0.0000	0.0000	0.0000	37854	6019	15.9006	108	0	0	135	135	0	1	0	21	42	39	17	13	NULL	NULL	1	NULL	NULL	21	42	13	15	13	0.0356	1061942	0
grodzisk.org	http://grodzisk.org/viewtopic.php?f=5&t=555&start=30	406	NULL	NULL	NULL	2006-05-17 10:40:57.0000	25.5092	5.2080	1596.0000	1.0000	341	199	58.3578	18	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.0300	11378	0
gromada.te-wu.eu	http://gromada.te-wu.eu/	200	NULL	NULL	NULL	2010-03-23 22:34:36.0000	NULL	NULL	NULL	NULL	24393	6527	26.7577	7	0	0	119	99	20	1	0	2	8	14	46	49	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	5	0.5730	42571	0
gumberrypl.tumblr.com	http://gumberrypl.tumblr.com/post/106907805001/oczekiwanie	200	NULL	NULL	NULL	2014-07-15 08:53:17.0000	98.2982	4.4313	179.0000	140.0000	35045	3052	8.7088	22	202	57	38	32	6	1	0	NULL	6	26	5	1	NULL	1	NULL	NULL	NULL	NULL	5	8	4	1	0.4996	70142	0
