domain	url	http_code	domain_whois_created	domain_whois_changed	domain_whois_expires	domain_internet_archive_created	domain_moz_domain_authority	domain_moz_mozrank	links	external_equity_links	document_html_length	document_text_length	document_text_to_html_ratio	document_html_meta_title_length	document_html_meta_description_length	document_html_meta_keyword_length	document_links_count	document_links_attr_follow_count	document_links_attr_nofollow_count	document_website_links_attr_follow_count	document_website_links_attr_nofollow_count	document_link_distribution_range_1	document_link_distribution_range_2	document_link_distribution_range_3	document_link_distribution_range_4	document_link_distribution_range_5	document_website_link_distribution_range_1	document_website_link_distribution_range_2	document_website_link_distribution_range_3	document_website_link_distribution_range_4	document_website_link_distribution_range_5	document_external_link_distribution_range_1	document_external_link_distribution_range_2	document_external_link_distribution_range_3	document_external_link_distribution_range_4	document_external_link_distribution_range_5	document_performance_total_time	document_performance_speed_download	document_security_google_safe_browsing
www.millhiser.pl	http://www.millhiser.pl/jobs,maltech%20Slovakia%20s.r.o.,Bratislavsk%C3%BD%20kraj.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4642	871	18.7635	63	0	0	53	53	0	0	0	2	13	20	10	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	0.3212	14453	0
www.millhiser.pl	http://www.millhiser.pl/jobs,MANDAU,%20spol.%20s%20r.o.,Kom%C3%A1rno.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	3992	573	14.3537	24	0	0	40	40	0	0	0	2	6	12	10	10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0.2757	14477	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Maspoma%20spol.%20s%20r.o..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	5511	1116	20.2504	54	0	0	55	54	1	0	0	4	5	22	14	10	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	1	0.3135	17578	0
www.millhiser.pl	http://www.millhiser.pl/jobs,MAURIT%20s.r.o.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4957	854	17.2282	46	0	0	54	52	2	0	0	3	14	18	10	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	0.2751	18018	0
www.millhiser.pl	http://www.millhiser.pl/jobs,McCoy%20%20Partner,%20spol.%20s%20r.o.,Bansk%C3%A1%20Bystrica.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	6338	1500	23.6668	24	0	0	51	51	0	0	0	5	5	8	18	15	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	3	0.4499	14088	0
www.millhiser.pl	http://www.millhiser.pl/jobs,MiPe%20-%20Plast,%20s.r.o.,%C5%BDilina.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	5559	1175	21.1369	24	0	0	49	49	0	0	0	4	6	8	18	13	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	3	0.3183	17462	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Multinational%20Enterprise%20Software%20Company,Reston.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	25115	8292	33.0161	99	0	0	132	132	0	0	0	18	20	20	20	53	NULL	NULL	NULL	NULL	NULL	3	1	NULL	NULL	NULL	0.6760	37150	0
www.millhiser.pl	http://www.millhiser.pl/jobs,My%20HOME%20s.r.o..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	21671	8144	37.5802	48	0	0	116	116	0	0	0	19	19	17	13	48	NULL	NULL	NULL	NULL	NULL	2	2	NULL	NULL	NULL	0.4998	43357	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Nestle,Prievidza.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	6939	1824	26.2862	29	0	0	64	64	0	0	0	5	8	6	33	12	NULL	NULL	NULL	NULL	NULL	NULL	1	2	NULL	NULL	0.3094	22425	0
www.millhiser.pl	http://www.millhiser.pl/jobs,NOVIDEA,%20s.r.o.,Poprad.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	13894	4371	31.4596	24	0	0	85	84	1	0	0	13	13	15	10	34	NULL	NULL	NULL	NULL	NULL	1	3	1	NULL	NULL	0.3299	42116	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Obec%20Holumnica,Ke%C5%BEmarok.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4332	762	17.5900	45	0	0	50	50	0	0	0	2	10	22	8	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0.2801	15467	0
www.millhiser.pl	http://www.millhiser.pl/jobs,P-Invest%20s.r.o..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	5688	1109	19.4972	49	0	0	56	54	2	0	0	4	5	23	14	10	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	2	0.3284	17318	0
www.millhiser.pl	http://www.millhiser.pl/jobs,PAMIDA%20International,%20s.r.o..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4758	931	19.5670	57	0	0	54	52	2	0	0	2	14	20	10	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	0.2747	17323	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Parallon,Orem.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	7765	2096	26.9929	33	0	0	66	66	0	0	0	5	8	8	31	14	NULL	NULL	NULL	NULL	NULL	NULL	1	2	NULL	NULL	0.3122	24874	0
www.millhiser.pl	http://www.millhiser.pl/jobs,PK-Partner,%20s.r.o.,Kysuck%C3%A9%20Nov%C3%A9%20Mesto.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	6759	1690	25.0037	24	0	0	51	51	0	0	0	5	7	5	18	16	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0.3098	21819	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Postova%20banka,%20a.s.,Pre%C5%A1ovsk%C3%BD%20kraj.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	23235	8649	37.2240	24	0	0	123	123	0	0	0	21	21	20	19	42	NULL	NULL	NULL	NULL	NULL	3	2	NULL	NULL	NULL	0.4265	54474	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Pro%20HR,%C5%BDilinsk%C3%BD%20kraj.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	6142	1461	23.7870	29	0	0	58	58	0	0	0	4	6	13	24	11	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0.3207	19154	0
www.millhiser.pl	http://www.millhiser.pl/jobs,ProCare,%20a.s.,M%C3%BDto.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	16940	5256	31.0272	24	0	0	91	91	0	0	0	17	14	12	11	37	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	0.3768	44959	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Prva%20stavebna%20sporitelna,%20a.%20s..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4451	801	17.9960	65	0	0	51	51	0	0	0	2	10	22	9	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0.2788	15963	0
www.millhiser.pl	http://www.millhiser.pl/jobs,R.%20I.%20Consultancy%20Services%20/Slovakia/,%20s.r.o.,Slovensko.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	23540	8452	35.9048	24	0	0	108	107	1	0	0	19	18	19	13	39	NULL	NULL	NULL	NULL	NULL	3	1	NULL	NULL	NULL	0.4524	52029	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Randstad,%20s.%20r.%20o.,Pova%C5%BEsk%C3%A1%20Bystrica.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	23260	8513	36.5993	24	0	0	123	122	1	0	0	20	21	20	20	42	NULL	NULL	NULL	NULL	NULL	3	2	NULL	NULL	NULL	0.5374	43281	0
www.millhiser.pl	http://www.millhiser.pl/jobs,REAL%20-%20H.%20M.,%20s.r.o.,Nov%C3%A9%20Z%C3%A1mky.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4085	586	14.3452	24	0	0	41	41	0	0	0	2	6	12	12	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	0.4707	8678	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Renata%20Ehrenberger%20Vas%20-%20ERRA,Kom%C3%A1rno.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	5322	1172	22.0218	75	0	0	54	54	0	0	0	3	5	22	14	10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	0.2926	18188	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Riana%20Fruit%20s.r.o..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	5588	1066	19.0766	52	0	0	56	56	0	0	0	4	5	23	14	10	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	2	0.3213	17389	0
www.millhiser.pl	http://www.millhiser.pl/jobs,SCANIA%20SLOVAKIA%20s.r.o.,Zvolen.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4610	814	17.6573	61	0	0	52	51	1	0	0	2	12	21	10	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	0.2754	16739	0
www.millhiser.pl	http://www.millhiser.pl/jobs,SFERA,%20a.s.,Bratislava.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	13101	3879	29.6084	24	0	0	79	79	0	0	0	13	11	13	8	34	NULL	NULL	NULL	NULL	NULL	1	2	NULL	NULL	NULL	0.3478	37665	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Sharp%20Staffing.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	5200	1029	19.7885	48	0	0	52	51	1	0	0	3	4	23	13	9	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0.2840	18311	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Socialna%20poistovna,%20ustredie,Vranov%20nad%20Top%C4%BEou.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	19991	6789	33.9603	24	0	0	115	114	1	0	0	20	19	20	17	39	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	0.3964	50431	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Society%20of%20Gastroenterology%20Nurses%20and%20Associates,Sarasota.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	7891	2195	27.8165	115	0	0	63	63	0	0	0	5	6	7	31	14	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	0.3194	24707	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Sodexo%20s.%20r.%20o.,2.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	5374	1018	18.9431	49	0	0	54	54	0	0	0	4	5	22	13	10	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0.4251	12642	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Sona%20Uhlirova%20LUCKY.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4581	764	16.6776	53	0	0	50	50	0	0	0	2	10	21	9	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0.2797	16379	0
www.millhiser.pl	http://www.millhiser.pl/jobs,STAVBY%20MOSTOV%20SLOVAKIA,%20a.s.,Pre%C5%A1ovsk%C3%BD%20kraj.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4912	983	20.0122	24	0	0	43	43	0	0	0	3	5	9	14	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	0.2812	17466	0
www.millhiser.pl	http://www.millhiser.pl/jobs,STELIT%20s.r.o.,Tren%C4%8D%C3%ADn.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4383	752	17.1572	43	0	0	51	50	1	0	0	2	10	22	9	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0.2938	14919	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Tatrabanka,Lu%C4%8Denec.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	5727	1241	21.6693	37	0	0	58	58	0	0	0	4	6	20	17	11	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	1	0.3220	17784	0
www.millhiser.pl	http://www.millhiser.pl/jobs,TECHNOGYM%20E.E.,%20s.%20r.o.,Ve%C4%BEk%C3%BD%20Krt%C3%AD%C5%A1.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	9847	2997	30.4357	24	0	0	63	63	0	0	0	8	9	8	12	26	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0.3246	30339	0
www.millhiser.pl	http://www.millhiser.pl/jobs,TESCO%20STORES%20SR,%20a.s.,Nitra.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	23217	8302	35.7583	24	0	0	123	123	0	0	0	21	21	19	20	42	NULL	NULL	NULL	NULL	NULL	3	2	NULL	NULL	NULL	0.4809	48279	0
www.millhiser.pl	http://www.millhiser.pl/jobs,THERA%20s.%20r.%20o..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	13365	3954	29.5847	48	0	0	99	99	0	0	0	14	13	15	20	37	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	0.3662	36498	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Total%20Services%20Inc,Louisville.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	23297	8009	34.3778	53	0	0	131	131	0	0	0	18	23	20	18	51	NULL	NULL	NULL	NULL	NULL	2	3	NULL	NULL	NULL	0.8663	26893	0
www.millhiser.pl	http://www.millhiser.pl/jobs,TRANSFER%20SERVICE%20s.r.o..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	22855	8463	37.0291	57	0	0	126	125	1	0	0	19	18	20	20	49	NULL	NULL	NULL	NULL	NULL	3	1	NULL	NULL	NULL	0.8886	25720	0
www.millhiser.pl	http://www.millhiser.pl/jobs,UNEX%20Slovakia,%20a.s.,Snina.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	7568	1989	26.2817	24	0	0	55	54	1	0	0	6	7	7	15	20	NULL	NULL	NULL	NULL	NULL	NULL	2	2	1	NULL	0.3167	23894	0
www.millhiser.pl	http://www.millhiser.pl/jobs,VIRTUCOM,%20s.r.o.,Nov%C3%A9%20Z%C3%A1mky.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	6451	1519	23.5467	24	0	0	52	51	1	0	0	5	7	5	20	15	NULL	NULL	NULL	NULL	NULL	NULL	1	2	NULL	1	0.3116	20703	0
www.millhiser.pl	http://www.millhiser.pl/jobs,VOLKSWAGEN%20SLOVAKIA,%20a.s..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4372	759	17.3605	55	0	0	50	49	1	0	0	2	9	23	8	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0.3049	14340	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Work%20Service%20Slovakia,%20s.r.o..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4404	781	17.7339	59	0	0	50	49	1	0	0	2	10	22	8	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0.2809	15678	0
www.millhiser.pl	http://www.millhiser.pl/jobs,xb%20-%20trade%20s.%20r.%20o.,Doln%C3%BD%20Kub%C3%ADn.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	7565	2017	26.6623	55	0	0	65	64	1	0	0	5	8	7	31	14	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	0.3093	24455	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Zakladna%20skola,%20Pribinova%20ul.%20123/,G.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	22494	7221	32.1019	24	0	0	121	121	0	0	0	21	19	20	19	42	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	0.3816	58950	0
www.millhiser.pl	http://www.millhiser.pl/jobs,ZOS%20Trnava,%20a.s..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4316	754	17.4699	37	0	0	50	50	0	0	0	2	10	22	8	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0.2798	15425	0
www.millhiser.pl	http://www.millhiser.pl/jobs,ZOS%20Vrutky%20a.s..html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	17879	6098	34.1071	49	0	0	114	113	1	0	0	17	17	16	18	46	NULL	NULL	NULL	NULL	NULL	2	2	NULL	NULL	NULL	0.4027	44396	0
www.millhiser.pl	http://www.millhiser.pl/jobs,Zuzana%20Durisova%20-%20Kadernictvo,Malacky.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	7072	1805	25.5232	75	0	0	63	63	0	0	0	4	8	5	33	13	NULL	NULL	NULL	NULL	NULL	NULL	1	2	NULL	1	0.3078	22975	0
www.millhiser.pl	http://www.millhiser.pl/key,Audit,Nitra.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	9888	2295	23.2100	27	0	0	89	89	0	0	0	6	9	10	35	29	NULL	NULL	NULL	NULL	NULL	NULL	3	2	NULL	NULL	0.4165	23740	0
www.millhiser.pl	http://www.millhiser.pl/key,Chemick%C3%BD,Pre%C5%A1ov.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	6947	1335	19.2169	35	0	0	75	74	1	0	0	5	6	14	31	19	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	1.0172	6829	0
www.millhiser.pl	http://www.millhiser.pl/key,Doru%C4%8Dovate%C4%BE,Nov%C3%A9%20Z%C3%A1mky.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4662	624	13.3848	43	0	0	65	64	1	0	0	2	14	22	15	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0.3394	13736	0
www.millhiser.pl	http://www.millhiser.pl/key,GIS,Tren%C4%8D%C3%ADn.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4754	680	14.3037	23	0	0	66	66	0	0	0	3	16	20	16	11	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0.3336	14248	0
www.millhiser.pl	http://www.millhiser.pl/key,Likvid%C3%A1tor,Poprad.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4757	665	13.9794	39	0	0	66	65	1	0	0	2	16	21	15	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0.2809	16933	0
www.millhiser.pl	http://www.millhiser.pl/key,Likvid%C3%A1tor,Zvolen.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	6742	1476	21.8926	39	0	0	75	75	0	0	0	4	7	17	28	19	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0.3904	17268	0
www.millhiser.pl	http://www.millhiser.pl/key,Tes%C3%A1ri,Bansk%C3%A1%20Bystrica.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4840	668	13.8017	31	0	0	67	67	0	0	0	3	16	21	16	11	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	0.2775	17444	0
www.millhiser.pl	http://www.millhiser.pl/key,Tes%C3%A1ri,Trnava.html	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	4641	626	13.4885	31	0	0	65	65	0	0	0	2	15	21	15	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0.2854	16262	0
www.mimadesign.pl	http://www.mimadesign.pl/	200	NULL	NULL	NULL	2013-03-28 23:21:20.0000	9.6061	3.2940	7.0000	3.0000	18861	0	0.0000	41	185	70	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.7525	25065	0
www.mini.kszynka.website.pl	http://www.mini.kszynka.website.pl/t/Online	200	NULL	NULL	NULL	2013-03-21 03:08:13.0000	50.3319	4.4072	2360.0000	0.0000	236765	48445	20.4612	29	0	0	954	954	0	1	0	192	188	193	182	192	1	NULL	NULL	NULL	NULL	NULL	NULL	44	67	50	0.5553	426365	0
www.minutka.pl	http://www.minutka.pl/supermama/	200	NULL	NULL	NULL	2007-01-10 02:56:18.0000	36.0638	5.2154	1959.0000	1952.0000	970	0	0.0000	15	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.3258	2977	0
www.mistrz2013.seopl.org	http://www.mistrz2013.seopl.org/	200	NULL	NULL	NULL	2013-01-29 02:07:54.0000	NULL	NULL	NULL	NULL	11478	2412	21.0141	53	0	0	26	26	0	1	0	6	3	8	4	5	NULL	NULL	NULL	1	NULL	NULL	NULL	1	4	4	0.6131	18719	0
www.mistrz2013.seopl.org	http://www.mistrz2013.seopl.org/post,15,laureaci.html	200	NULL	NULL	NULL	2013-01-29 02:07:54.0000	NULL	NULL	NULL	NULL	12344	582	4.7148	53	0	0	39	39	0	1	0	8	6	10	7	8	NULL	NULL	NULL	1	NULL	NULL	5	10	6	3	0.3416	36135	0
www.mobile-it.com.pl	http://www.mobile-it.com.pl/	403	NULL	NULL	NULL	2013-12-23 14:01:02.0000	27.4862	5.1283	239.0000	70.0000	333	187	56.1562	13	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2.6407	126	0
www.modnaulica.pl	http://www.modnaulica.pl/wiadomosci-ze-swiata-mody/4027/mybaze-com-targi-designu-dzis-w-domu-braci-jablkowskich	200	NULL	NULL	NULL	2010-10-17 13:10:34.0000	31.1117	6.0857	6786.0000	3599.0000	19525	1733	8.8758	62	424	0	56	54	2	1	0	5	19	6	14	9	NULL	NULL	1	NULL	NULL	NULL	NULL	4	NULL	1	0.3680	53054	0
www.mojagazeta.net	http://www.mojagazeta.net/ogloszenia/ogloszenie-71755.html	200	NULL	NULL	NULL	NULL	22.1256	4.1964	257.0000	4.0000	14166	2528	17.8455	95	281	393	18	18	0	0	0	3	6	NULL	2	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0.4590	30861	0
www.mojarekomendacja.pl	http://www.mojarekomendacja.pl/viewtopic.php?p=2680	200	NULL	NULL	NULL	2008-04-14 19:54:58.0000	30.7232	4.2890	293.0000	14.0000	212940	151563	71.1764	131	0	0	190	190	0	3	0	15	19	22	18	27	NULL	NULL	3	NULL	NULL	12	15	17	16	19	0.5965	356975	0
www.mojarekomendacja.pl	http://www.mojarekomendacja.pl/viewtopic.php?p=510	200	NULL	NULL	NULL	2008-04-14 19:54:58.0000	30.7232	4.2890	293.0000	14.0000	128497	75647	58.8706	135	0	0	254	254	0	1	0	28	25	24	39	32	NULL	NULL	NULL	1	NULL	24	22	21	36	27	0.4382	293217	0
www.mojawyspa.co.uk	http://www.mojawyspa.co.uk/forum/53/24014/Reklama-w-google,10	200	NULL	NULL	NULL	2004-07-20 15:37:33.0000	NULL	NULL	NULL	NULL	64419	9190	14.2660	52	123	331	168	164	4	1	0	10	26	35	31	39	NULL	NULL	NULL	NULL	1	NULL	2	2	9	5	0.4641	138790	0
www.money.pl	http://www.money.pl/	200	NULL	NULL	NULL	2000-03-02 14:47:15.0000	71.5464	6.5031	461552.0000	116519.0000	121013	9002	7.4389	110	125	178	391	390	1	1	0	80	71	67	54	107	NULL	NULL	NULL	NULL	1	55	15	59	17	81	0.3828	316092	0
www.mostinspired.com	http://www.mostinspired.com/sites/bycolor/e0e0e0?page=1832	200	NULL	NULL	NULL	2004-03-27 18:13:33.0000	45.2425	5.8841	27417.0000	1935.0000	17514	1351	7.7138	30	60	71	108	108	0	0	0	19	28	22	23	16	NULL	NULL	NULL	NULL	NULL	7	7	7	8	16	0.8641	20268	0
www.motocykl-online.pl	http://www.motocykl-online.pl/reklama	200	NULL	NULL	NULL	2009-03-26 19:26:17.0000	38.2177	5.3315	10641.0000	8157.0000	49569	8036	16.2117	54	158	101	143	142	1	4	0	14	47	30	22	30	NULL	NULL	NULL	4	NULL	8	NULL	2	18	18	1.9634	25246	0
www.moz.strefa.pl	http://www.moz.strefa.pl/	200	NULL	NULL	NULL	NULL	54.5363	0.0000	0.0000	0.0000	17936	1450	8.0843	51	0	0	140	140	0	1	0	NULL	26	42	37	32	NULL	NULL	NULL	1	NULL	NULL	26	42	36	32	0.2261	79312	0
www.msidevs.net	http://www.msidevs.net/Top1M260000.html	200	NULL	NULL	NULL	NULL	18.9297	3.3652	137.0000	4.0000	734922	157459	21.4253	0	0	0	10000	10000	0	1	0	2009	1999	2002	1998	1992	NULL	NULL	NULL	NULL	1	2009	1999	2002	1998	1992	5.8209	126254	0
www.multikafeteria.pl	http://www.multikafeteria.pl/katalog-partnerow/wyszukiwarka-partnerow/card,6351.html	500	NULL	NULL	NULL	2013-10-03 00:35:47.0000	26.6987	5.9861	3477.0000	3153.0000	1793	293	16.3413	31	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.3745	4787	0
www.musthavefashion.pl	http://www.musthavefashion.pl/konkurs-clotify/	200	NULL	NULL	NULL	2010-12-03 03:03:48.0000	26.5849	4.9866	611.0000	99.0000	58892	5405	9.1778	57	0	0	104	52	52	1	0	9	22	17	19	35	NULL	1	NULL	NULL	NULL	NULL	8	5	1	2	2.0945	28117	0
www.mydeal.pl	http://www.mydeal.pl/poznan-odejmij_sobie_lat_zabieg_osoczem_bogatoplytkowym-22751.html	200	NULL	NULL	NULL	2010-05-14 09:43:25.0000	37.1046	4.9853	5762.0000	482.0000	72427	11509	15.8905	66	186	99	39	33	6	2	0	16	4	15	4	NULL	NULL	NULL	2	NULL	NULL	1	NULL	6	NULL	NULL	0.5683	127453	0
www.mydeal.pl	http://www.mydeal.pl/poznan-zabieg_osoczem_bogatoplytkowym_na_okolice_oczu-22763.html	200	NULL	NULL	NULL	2010-05-14 09:43:25.0000	37.1046	4.9853	5762.0000	482.0000	71440	11574	16.2010	66	186	99	42	36	6	2	0	16	4	19	3	NULL	NULL	NULL	2	NULL	NULL	1	NULL	7	NULL	NULL	0.6269	113949	0
www.myv9.com	http://www.myv9.com/pl/life.html	200	NULL	NULL	NULL	2013-11-24 21:33:22.0000	13.7739	2.4203	11.0000	1.0000	30108	2454	8.1507	14	476	71	220	220	0	1	0	28	89	80	23	NULL	1	NULL	NULL	NULL	NULL	17	89	72	2	NULL	0.4039	74544	0
